id,latitude,longitude,class
1357,38808.7233,-75240.1879,customer
1358,38465.6718,-75574.0914,customer
1359,38716.7799,-75389.0842,customer
1360,39087.6127,-75466.3101,customer
1361,38957.6129,-75452.4203,customer
1362,39307.6116,-75620.4833,customer
1363,38623.1703,-75620.4829,customer
1364,39404.8337,-75716.3206,customer
1365,39137.6,-75470.6,customer
1366,28811.3813,-81365.6228,customer
1367,29725.7675,-84983.2435,customer
1368,30579.6601,-82939.302,customer
1369,26715.3469,-81823.4178,customer
1370,27935.8543,-82806.2139,customer
1371,30587.42,-84273.512,customer
1372,27863.3604,-81931.1947,customer
1373,29753.3016,-81570.0814,customer
1374,26849.7815,-80616.445,customer
1375,26859.2258,-80633.6676,customer
1376,25988.4247,-80192.2693,customer
1377,30781.8584,-85538.541,customer
1378,26754.2312,-80933.6753,customer
1379,28502.7809,-81330.6246,customer
1380,30762.1326,-86570.5084,customer
1381,28971.0936,-82040.9201,customer
1382,28883.0452,-81308.6755,customer
1383,28434.9991,-82302.5888,customer
1384,26138.4247,-81766.4763,customer
1385,28909.1547,-80819.7741,customer
1386,30987.4036,-85646.044,customer
1387,28621.9425,-81703.4089,customer
1388,27903.358,-81624.5219,customer
1389,30478.8051,-85419.6476,customer
1390,28739.7163,-81115.0616,customer
1391,26498.6834,-80108.6543,customer
1392,29727.7446,-81918.4282,customer
1393,29600.2467,-82153.4314,customer
1394,29819.6867,-82444.556,customer
1395,26737.5652,-80950.898,customer
1396,27865.0254,-81561.7427,customer
1397,29869.1244,-82742.8993,customer
1398,29441.3454,-83287.3552,customer
1399,28835.8176,-82330.3715,customer
1400,30518.2727,-82948.19,customer
1401,25679.2695,-80317.2743,customer
1402,30239.6463,-85924.1025,customer
1403,28328.0593,-82222.3069,customer
1404,30044.1284,-82071.7733,customer
1405,27412.5417,-82658.9881,customer
1406,30469.3772,-83412.9254,customer
1407,28441.6658,-82457.0395,customer
1408,27536.7041,-82554.2634,customer
1409,30752.4109,-86640.7876,customer
1410,28600.2769,-81673.964,customer
1411,26142.0358,-81794.8103,customer
1412,28645.5471,-82263.9784,customer
1413,30433.5717,-81662.3196,customer
1414,28555.001,-81633.1299,customer
1415,27447.5412,-82546.208,customer
1416,29349.1449,-81066.4455,customer
1417,26705.6206,-80036.4297,customer
1418,30384.9612,-81640.6512,customer
1419,26811.4495,-80610.3338,customer
1420,26613.6856,-82118.1479,customer
1421,28692.2188,-81547.295,customer
1422,28271.6755,-82719.5451,customer
1423,29441.6359,-82466.2162,customer
1424,28482.7755,-82196.1967,customer
1425,25994.2627,-81591.7504,customer
1426,30283.8506,-81715.3751,customer
1427,30311.9062,-81659.8176,customer
1428,27005.3324,-81054.2331,customer
1429,27199.4926,-80202.2684,customer
1430,28578.8862,-81944.524,customer
1431,27949.189,-82354.2593,customer
1432,27197.548,-80252.8257,customer
1433,28429.7282,-81365.07,customer
1434,29314.9789,-81098.9464,customer
1435,27221.9951,-82497.8748,customer
1436,27764.7502,-80398.9397,customer
1437,30632.1375,-85588.8182,customer
1438,25763.4331,-80296.1621,customer
1439,29387.47,-82446.7706,customer
1440,30364.3628,-85438.2568,customer
1441,30011.9081,-81695.3702,customer
1442,29736.6333,-81959.2635,customer
1443,25890.6553,-81557.3058,customer
1444,27821.1366,-82679.2661,customer
1445,30112.7004,-85200.4716,customer
1446,30959.3489,-85693.2659,customer
1447,29719.1337,-81816.2016,customer
1448,28479.9998,-82043.1363,customer
1449,30690.4701,-85629.3744,customer
1450,30831.8528,-85887.4349,customer
1451,29343.3108,-81310.8981,customer
1452,30469.9591,-81908.4418,customer
1453,30687.6901,-85976.6033,customer
1454,26539.7964,-81435.6323,customer
1455,30707.1345,-86383.837,customer
1456,27601.1459,-82527.0406,customer
1457,29858.8528,-82437.8902,customer
1458,30419.1263,-81927.6085,customer
1459,30356.0665,-82242.6162,customer
1460,27366.4326,-81965.6408,customer
1461,30205.7757,-83266.5289,customer
1462,30065.5127,-82600.121,customer
1463,29998.2594,-85368.8086,customer
1464,28237.2327,-80678.3869,customer
1465,30507.7371,-81800.1047,customer
1466,28281.4003,-81243.9571,customer
1467,30680.7492,-85174.0927,customer
1468,30389.1098,-82956.5212,customer
1469,28619.9958,-81946.1912,customer
1470,29884.0955,-85219.9164,customer
1471,29737.4677,-81646.473,customer
1472,30163.0041,-82954.5738,customer
1473,30914.35,-85916.0469,customer
1474,29886.631,-81898.7089,customer
1475,29581.6404,-81188.1181,customer
1476,30966.2941,-87326.9204,customer
1477,30443.8504,-81463.6998,customer
1478,30873.7957,-86569.9526,customer
1479,29778.8485,-82740.9533,customer
1480,30751.8551,-86435.783,customer
1481,30543.5605,-82338.7321,customer
1482,30271.5932,-84057.3889,customer
1483,30403.0178,-81430.087,customer
1484,30832.408,-86533.2852,customer
1485,28869.1555,-81745.6327,customer
1486,30254.0906,-85956.8811,customer
1487,30862.4071,-85943.2695,customer
1488,30542.6933,-84753.2491,customer
1489,30249.11,-83202.916,customer
1490,30372.7245,-82693.1824,customer
1491,29162.4772,-82092.3125,customer
1492,29967.7397,-82465.9493,customer
1493,28828.8794,-81700.6314,customer
1494,30609.082,-86219.6654,customer
1495,30575.7502,-85016.864,customer
1496,27244.7682,-81298.1266,customer
1497,30898.7959,-87582.4852,customer
1498,30478.8095,-86484.9498,customer
1499,29117.4753,-82383.4322,customer
1500,29909.1207,-82865.4034,customer
1501,28866.1008,-81601.1844,customer
1502,30661.8594,-84910.1982,customer
1503,30210.515,-82125.1114,customer
1504,29778.002,-83325.9707,customer
1505,27290.0476,-82360.0934,customer
1506,30502.9927,-83114.5835,customer
1507,29463.2919,-83001.2361,customer
1508,27715.0293,-82702.6,customer
1509,30124.0905,-85517.7014,customer
1510,28600.8331,-81306.4567,customer
1511,30965.1858,-85239.654,customer
1512,29770.2352,-82833.1785,customer
1513,29519.3989,-83253.4661,customer
1514,26251.7482,-80178.9351,customer
1515,30131.598,-83864.88,customer
1516,27117.8318,-82116.4779,customer
1517,28519.7178,-82299.2562,customer
1518,30964.9051,-85553.266,customer
1519,28729.1549,-82301.4804,customer
1520,24997.3524,-80541.4503,customer
1521,28416.9485,-80834.5008,customer
1522,27834.4723,-81882.5831,customer
1523,28834.9911,-81125.8939,customer
1524,30739.6333,-86132.4411,customer
1525,26590.9025,-80100.8762,customer
1526,29443.8599,-82254.2657,customer
1527,27691.9746,-82723.4337,customer
1528,25865.0961,-80324.4958,customer
1529,30880.185,-86778.5688,customer
1530,29071.3692,-81968.1409,customer
1531,29024.7067,-81378.954,customer
1532,29514.6924,-81907.5878,customer
1533,30254.6418,-85068.249,customer
1534,29584.6914,-81973.1477,customer
1535,30213.8093,-85059.0821,customer
1536,30195.2332,-82503.7318,customer
1537,30908.5168,-86583.0085,customer
1538,30059.9251,-84488.7917,customer
1539,30233.5355,-84305.1759,customer
1540,30170.2326,-82584.2886,customer
1541,30614.6401,-84452.4082,customer
1542,26338.1346,-80540.8886,customer
1543,29646.3535,-82606.5023,customer
1544,28970.8186,-81766.7448,customer
1545,29677.748,-81460.9087,customer
1546,29714.9718,-81238.6772,customer
1547,27217.5472,-80269.7706,customer
1548,29850.5254,-81265.3473,customer
1549,27300.0443,-80256.1594,customer
1550,29775.8036,-81334.7936,customer
1551,29202.1967,-82309.5425,customer
1552,29080.2622,-80921.4425,customer
1553,28110.8485,-82694.8221,customer
1554,26942.8352,-80141.1546,customer
1555,25670.6591,-80401.1654,customer
1556,28326.6726,-82683.4337,customer
1557,25819.5424,-80355.3302,customer
1558,30129.9623,-81768.1528,customer
1559,28471.1157,-81424.5155,customer
1560,26339.245,-80187.5461,customer
1561,28483.3309,-82597.5996,customer
1562,28346.1198,-81673.4086,customer
1563,30487.1425,-86466.0604,customer
1564,25505,-80432.5,customer
1565,26167.2222,-80295,customer
1566,29780.8,-82495.1,customer
1567,27229.3,-81890.1,customer
1568,27557.1,-81452.2,customer
1569,24598.514,-81661.235,customer
1570,28667.804,-82148.527,customer
1571,26656.518,-81850.692,customer
1572,30348.1,-81416.5,customer
1573,28552.9,-81780.4,customer
1574,28141.586,-81633.845,customer
1575,29084.781,-81290.351,customer
1576,26440.047,-81822.466,customer
1577,27768.9,-81800.8,customer
1578,28862.6,-81858.9,customer
1579,28568.363,-81829.357,customer
1580,25501.654,-80407.262,customer
1581,30364.7,-81717.9,customer
1582,27834.5,-81641.6,customer
1583,30248.693,-82157.42,customer
1584,24579.08,-81656.315,customer
1585,26677.8,-81434.8,customer
1586,30177.46,-82688.01,customer
1587,27953.4,-81919.2,customer
1588,26588.286,-80154.971,customer
1589,30306.296,-83014.054,customer
1590,28149.3,-80637.1,customer
1591,26992.8,-81077.1,customer
1592,29087.8,-82088.5,customer
1593,29299.9,-82353.8,customer
1594,26724.9,-81867.1,customer
1595,29136.884,-81851.425,customer
1596,27217.622,-80782.017,customer
1597,28567.753,-81096.778,customer
1598,26823.598,-80667.403,customer
1599,30130.7,-83616.2,customer
1600,26952.191,-82004.487,customer
1601,29867.231,-81344.102,customer
1602,29557.598,-81656.946,customer
1603,29174.1,-81863.7,customer
1604,30093.2,-81636.2,customer
1605,27645.166,-80397.727,customer
1606,26637.665,-80110.059,customer
1607,27995.8,-81678.028,customer
1608,27494.158,-81785.725,customer
1609,28103.2,-82370.2,customer
1610,27698.3,-82494,customer
1611,28154.7,-82597.4,customer
1612,28099.2,-82250.2,customer
1613,28163.8,-82262.7,customer
1614,27768.3,-82280,customer
1615,26478.871,-81778.793,customer
1616,31129.0881,-83214.0419,customer
1617,31062.4097,-83764.8933,customer
1618,31405.4825,-82602.9163,customer
1619,34120.6564,-84004.3513,customer
1620,32104.6197,-83064.5928,customer
1621,31207.1262,-84560.192,customer
1622,32284.6341,-81724.0005,customer
1623,33109.5927,-82338.458,customer
1624,33483.1686,-84187.4186,customer
1625,32757.9107,-84874.9311,customer
1626,34173.9857,-84501.3187,customer
1627,31091.0162,-84982.15,customer
1628,32129.9246,-81536.7784,customer
1629,33436.2245,-84314.3675,customer
1630,31734.0986,-81978.7278,customer
1631,31451.89,-81377.8778,customer
1632,33012.0724,-84500.2013,customer
1633,34382.0371,-84371.0348,customer
1634,31893.4963,-84513.25,customer
1635,31512.9582,-83787.6748,customer
1636,30857.1331,-84777.9759,customer
1637,34287.0503,-83110.1483,customer
1638,32975.157,-81757.613,customer
1639,32743.753,-83692.4061,customer
1640,32326.026,-81553.1655,customer
1641,33326.5068,-84635.7634,customer
1642,32483.5011,-82330.9598,customer
1643,33240.9509,-84382.1468,customer
1644,33649.2756,-85049.6668,customer
1645,31681.0042,-84284.6337,customer
1646,30727.1396,-84139.619,customer
1647,33180.4026,-83959.3539,customer
1648,32353.7801,-83134.5953,customer
1649,33782.9026,-82844.8672,customer
1650,34543.1429,-84707.1572,customer
1651,31834.3282,-84991.0382,customer
1652,34208.4294,-84219.6415,customer
1653,31794.9338,-81674.5571,customer
1654,33888.1586,-85223.5618,customer
1655,32328.5047,-82973.478,customer
1656,31213.8387,-81673.7185,customer
1657,31197.9603,-84339.9084,customer
1658,32761.8011,-84608.2571,customer
1659,32284.0868,-81477.3326,customer
1660,34274.539,-84451.5939,customer
1661,31942.939,-84569.9176,customer
1662,33791.2366,-82570.9665,customer
1663,31176.5702,-84875.2018,customer
1664,32518.5018,-82989.5902,customer
1665,31404.0655,-84669.9173,customer
1666,31602.6716,-84477.1362,customer
1667,31323.8294,-82134.2854,customer
1668,31376.011,-84564.9143,customer
1669,31813.2474,-82447.3538,customer
1670,31262.9995,-81972.059,customer
1671,33585.4074,-82992.094,customer
1672,34287.3287,-83225.9858,customer
1673,32954.8488,-85019.6592,customer
1674,30815.5137,-81467.0386,customer
1675,32975.4325,-82742.0799,customer
1676,32047.4143,-82347.9036,customer
1677,34195.0961,-84381.3144,customer
1678,32659.0293,-84330.1952,customer
1679,33880.1093,-83841.5677,customer
1680,34988.6889,-84632.9894,customer
1681,33929.8435,-82564.5773,customer
1682,33792.3477,-82479.018,customer
1683,34599.5275,-85286.8995,customer
1684,33722.9006,-83386.2718,customer
1685,34795.0851,-84243.5273,customer
1686,34965.92,-83935.4594,customer
1687,32147.1202,-82777.9171,customer
1688,32944.8761,-82525.963,customer
1689,34077.8881,-83561.5536,customer
1690,34264.5393,-84752.714,customer
1691,33054.5709,-84155.7496,customer
1692,33309.0322,-82716.246,customer
1693,33406.8059,-82251.5111,customer
1694,34095.6694,-82728.7467,customer
1695,34876.1989,-83958.2412,customer
1696,34229.8299,-83187.3724,customer
1697,34109.5421,-85153.2828,customer
1698,34095.0989,-84176.5838,customer
1699,31166.2989,-83528.4976,customer
1700,33453.4709,-82645.9668,customer
1701,34608.9746,-84692.9905,customer
1702,33502.6358,-82615.4106,customer
1703,31217.1374,-83357.3807,customer
1704,34951.1887,-84736.3272,customer
1705,34271.4859,-84100.7458,customer
1706,34897.0256,-84472.4269,customer
1707,31467.6779,-83987.4035,customer
1708,33843.1795,-82530.4092,customer
1709,34421.2053,-84119.0804,customer
1710,34063.4452,-83277.9319,customer
1711,32230.4391,-83927.959,customer
1712,30748.2923,-81467.3153,customer
1713,33243.7255,-84228.8114,customer
1714,32659.31,-83618.7939,customer
1715,34127.0427,-84755.4925,customer
1716,33066.2337,-85224.1104,customer
1717,34486.1977,-85230.7862,customer
1718,31644.0685,-83759.6173,customer
1719,34382.8689,-84828.55,customer
1720,34284.8284,-83144.3161,customer
1721,34901.4708,-84384.9231,customer
1722,31470.1938,-83237.655,customer
1723,31705.4443,-84695.7526,customer
1724,32535.1404,-85007.155,customer
1725,31951.5996,-81203.9989,customer
1726,32932.9084,-84349.3641,customer
1727,33317.6425,-82559.0186,customer
1728,34880.3549,-85363.0142,customer
1729,31091.8977,-81570.6578,customer
1730,31179.6288,-84028.5104,customer
1731,31595.7464,-83150.7076,customer
1732,31336.6088,-81956.2254,customer
1733,33344.0211,-83404.8859,customer
1734,33652.0525,-85227.4494,customer
1735,30716.5803,-84823.809,customer
1736,34447.8655,-85248.5646,customer
1737,34237.0391,-84944.1098,customer
1738,34274.5373,-85274.9538,customer
1739,31485.7308,-84513.8017,customer
1740,32147.1099,-83877.3999,customer
1741,32355.1737,-82655.4126,customer
1742,34367.3185,-84040.7434,customer
1743,33565.1126,-84015.4675,customer
1744,34622.8602,-85302.178,customer
1745,34252.8839,-83561.5548,customer
1746,31970.1897,-82471.5192,customer
1747,31998.8109,-81974.0068,customer
1748,34732.5803,-85042.1694,customer
1749,30898.8169,-83102.9238,customer
1750,30975.187,-84503.2455,customer
1751,31950.1752,-83698.7806,customer
1752,34077.6115,-83315.1554,customer
1753,34530.6421,-84905.775,customer
1754,31269.0741,-83687.1168,customer
1755,32210.7558,-81175.9463,customer
1756,31674.0602,-84259.9109,customer
1757,31409.66,-82111.785,customer
1758,34255.6504,-84341.3126,customer
1759,34092.3329,-83091.5358,customer
1760,32922.0755,-84320.7523,customer
1761,31313.004,-81558.994,customer
1762,33727.3466,-82991.261,customer
1763,31737.153,-82018.7288,customer
1764,34829.5234,-84941.8889,customer
1765,32115.481,-81247.0574,customer
1766,34895.3556,-84919.9442,customer
1767,31799.0726,-83236.2651,customer
1768,33338.7284,-84714.6546,customer
1769,32367.1237,-81884.0039,customer
1770,33301.2284,-85200.2223,customer
1771,33026.266,-81577.8874,customer
1772,32819.3265,-82073.729,customer
1773,31381.0104,-84712.9741,customer
1774,31120.1818,-85033.2621,customer
1775,33943.171,-83066.5362,customer
1776,31787.4107,-82567.9138,customer
1777,31515.7569,-82582.9147,customer
1778,32810.1325,-84696.0378,customer
1779,32042.985,-81191.7788,customer
1780,31863.2636,-81767.0584,customer
1781,32665.7185,-82748.7489,customer
1782,33333.4538,-83906.5734,customer
1783,33443.169,-85193.0015,customer
1784,31451.3285,-81920.9472,customer
1785,32677.6372,-84539.3664,customer
1786,33093.4853,-81823.7256,customer
1787,34863.4107,-85407.4601,customer
1788,32264.3295,-83486.2851,customer
1789,34920.3671,-83867.1238,customer
1790,31597.952,-84107.9623,customer
1791,34845.0783,-85524.9642,customer
1792,33504.5746,-83140.9892,customer
1793,34316.4826,-84552.1524,customer
1794,34834.5231,-84971.3344,customer
1795,31905.4532,-83766.8381,customer
1796,34356.2121,-83766.8436,customer
1797,34717.031,-84247.9717,customer
1798,32092.7054,-81178.7235,customer
1799,34879.8094,-83978.7978,customer
1800,33988.7165,-83897.9573,customer
1801,34099.5432,-84687.1575,customer
1802,34520.0866,-84942.4429,customer
1803,32609.8663,-83485.1798,customer
1804,33934.843,-82622.0792,customer
1805,34176.776,-83234.0409,customer
1806,32552.3798,-83260.4371,customer
1807,30831.8581,-84357.1285,customer
1808,33877.3365,-83635.4466,customer
1809,32419.6165,-82141.2326,customer
1810,31597.9557,-83866.5661,customer
1811,33947.8796,-85223.284,customer
1812,32981.7975,-84075.4686,customer
1813,31882.1051,-84794.6445,customer
1814,33138.756,-83126.8182,customer
1815,33193.7571,-82400.4034,customer
1816,33607.9034,-83377.1073,customer
1817,30710.4821,-83320.1507,customer
1818,32429.0582,-82757.9156,customer
1819,33305.1171,-85248.5569,customer
1820,32185.7093,-84697.9771,customer
1821,33038.486,-82029.0075,customer
1822,32159.0629,-83037.9249,customer
1823,33467.3364,-84650.4873,customer
1824,33347.3635,-82439.0154,customer
1825,33532.0797,-82097.0628,customer
1826,34426.4911,-83439.0549,customer
1827,33641.4968,-85303.84,customer
1828,33944.5472,-84737.4367,customer
1829,33955.6578,-84841.0512,customer
1830,33801.4953,-84756.8808,customer
1831,33959.8244,-84814.6614,customer
1832,32641.283,-81532.6075,customer
1833,31626.602,-81919.2817,customer
1834,32796.5221,-84638.8139,customer
1835,32370.1463,-84967.4303,customer
1836,34449.5447,-83594.3401,customer
1837,34904.2434,-85138.5626,customer
1838,34287.8704,-85231.6193,customer
1839,34386.2011,-85048.0021,customer
1840,34683.4139,-85295.7891,customer
1841,32876.7959,-84951.601,customer
1842,31706.0134,-83653.224,customer
1843,33698.18,-83118.7645,customer
1844,33988.4508,-82776.2495,customer
1845,32995.1261,-84904.9341,customer
1846,31980.7179,-84437.97,customer
1847,32593.7758,-82797.9172,customer
1848,33568.4599,-83362.3854,customer
1849,30726.8608,-84349.6275,customer
1850,34107.5975,-85336.3434,customer
1851,33177.8995,-84097.4157,customer
1852,32413.4862,-83638.2363,customer
1853,33047.0734,-84016.856,customer
1854,34866.7459,-84745.4939,customer
1855,32822.6329,-84570.2011,customer
1856,33649.5719,-82974.8713,customer
1857,34759.8083,-84216.8601,customer
1858,32210.7112,-84487.139,customer
1859,32685.1436,-83700.462,customer
1860,33407.0586,-85254.3915,customer
1861,32154.0547,-83771.5637,customer
1862,32091.2659,-85041.0412,customer
1863,34387.0359,-84701.8791,customer
1864,32306.8168,-84651.3109,customer
1865,33028.7373,-84712.9848,customer
1866,33159.3166,-81764.0023,customer
1867,33314.0311,-82096.7857,customer
1868,31036.5983,-82747.0849,customer
1869,34782.0378,-83416.2755,customer
1870,33794.8364,-83713.229,customer
1871,32619.8922,-81764.8336,customer
1872,34057.3212,-85036.3353,customer
1873,32725.1422,-83417.1177,customer
1874,33883.9926,-84514.3761,customer
1875,34688.4141,-85541.3535,customer
1876,34928.4111,-84771.6062,customer
1877,31213.5511,-82354.0178,customer
1878,33414.0035,-85040.7752,customer
1879,33900.3923,-83601.2781,customer
1880,32589.0273,-84946.3209,customer
1881,33596.5008,-84014.912,customer
1882,33448.1931,-81996.7829,customer
1883,31585.1748,-84074.6281,customer
1884,30844.6787,-81611.7673,customer
1885,31153.0074,-81585.3815,customer
1886,32645.4217,-83630.7386,customer
1887,32532.3693,-83641.5724,customer
1888,33455.1163,-83953.5201,customer
1889,32801.5297,-83733.5169,customer
1890,32895.9711,-83674.9019,customer
1891,32917.9151,-83722.403,customer
1892,33494.5574,-84347.1458,customer
1893,33999.28,-83379.6021,customer
1894,34493.1459,-84454.6481,customer
1895,32880.6842,-85030.77,customer
1896,33093.7342,-85013.8268,customer
1897,33615.3902,-83961.2986,customer
1898,33545.1132,-83997.9667,customer
1899,33686.2241,-83859.0713,customer
1900,33891.7705,-84642.99,customer
1901,33922.3252,-84639.1012,customer
1902,33956.7682,-84454.0965,customer
1903,33648.7211,-84732.435,customer
1904,33809.5504,-84659.6566,customer
1905,34414.5412,-83942.1292,customer
1906,34238.1591,-83804.6194,customer
1907,34314.2689,-83770.7312,customer
1908,33800.9381,-84327.7024,customer
1909,33820.3822,-84211.0311,customer
1910,33677.6078,-84297.9787,customer
1911,33344.2828,-84404.3694,customer
1912,33464.0034,-84563.8181,customer
1913,34056.2146,-83929.0698,customer
1914,33902.6025,-84211.0308,customer
1915,34150.6556,-84031.0196,customer
1916,33943.7143,-84056.2998,customer
1917,33939.5501,-83930.7377,customer
1918,34014.547,-83986.0169,customer
1919,34016.216,-83897.4015,customer
1920,31981.8819,-80997.0558,customer
1921,34169.8187,-84299.6451,customer
1922,34080.6539,-84280.756,customer
1923,33580.9448,-84581.3197,customer
1924,33804.5503,-84535.2097,customer
1925,33688.4413,-84364.0922,customer
1926,33773.7177,-84511.3203,customer
1927,34416.7588,-84364.0898,customer
1928,33928.7138,-84895.2195,customer
1929,32028.8234,-81016.7786,customer
1930,32018.9,-81241.8,customer
1931,31622.6,-81898.7,customer
1932,32751.3889,-81583.3333,customer
1933,42185.5464,-96290.8592,customer
1934,42996.6431,-92047.6715,customer
1935,40801.3888,-95604.1625,customer
1936,41949.1551,-95463.6115,customer
1937,41996.9436,-91862.1262,customer
1938,43039.1346,-94832.7618,customer
1939,43063.0293,-92515.4602,customer
1940,40666.9321,-94721.358,customer
1941,40703.3242,-94358.2909,customer
1942,40734.1624,-95288.8741,customer
1943,42868.3035,-94289.6879,customer
1944,43191.0907,-96005.853,customer
1945,41174.7394,-91819.6149,customer
1946,42337.2167,-91342.0956,customer
1947,41183.6391,-91327.3758,customer
1948,40644.1959,-92069.899,customer
1949,43008.8629,-92574.9077,customer
1950,41972.778,-91740.459,customer
1951,41013.8886,-93306.5983,customer
1952,42151.9262,-94474.4169,customer
1953,42812.2071,-95712.7888,customer
1954,42280.8248,-91530.4412,customer
1955,41538.8785,-93764.6668,customer
1956,42789.9707,-93683.2681,customer
1957,41261.9444,-95860.8333,customer
1958,43223.2917,-93792.4434,customer
1959,40816.1228,-92873.2538,customer
1960,41906.0971,-94822.2061,customer
1961,43184.1304,-94542.4767,customer
1962,43464.4014,-94625.2576,customer
1963,42500.5583,-90664.5718,customer
1964,42664.138,-93904.3905,customer
1965,42006.1054,-92316.8535,customer
1966,42312.7598,-93578.8247,customer
1967,43401.6255,-94832.764,customer
1968,42683.879,-91216.5217,customer
1969,43219.6851,-94430.5282,customer
1970,42581.3667,-94846.0957,customer
1971,42965.2548,-92199.6196,customer
1972,42245.5406,-93395.4865,customer
1973,41012.783,-92955.1998,customer
1974,41594.4316,-94402.1888,customer
1975,41824.1937,-90647.9174,customer
1976,42101.6542,-92820.4774,customer
1977,41677.2087,-94503.3044,customer
1978,43280.2338,-93378.8179,customer
1979,41784.7209,-92343.5179,customer
1980,41264.4569,-92249.0711,customer
1981,42471.9164,-93904.1138,customer
1982,41759.4532,-91867.1215,customer
1983,43009.1313,-93231.3145,customer
1984,41777.7662,-93205.7587,customer
1985,41121.6623,-93724.9413,customer
1986,41483.0723,-91706.0016,customer
1987,42662.4768,-92910.1967,customer
1988,41145.5673,-92504.0772,customer
1989,42030.5432,-93038.5341,customer
1990,41703.0459,-93079.3656,customer
1991,42846.6398,-94851.9296,customer
1992,43337.1775,-93635.2157,customer
1993,42124.429,-94783.0386,customer
1994,42754.7086,-91369.303,customer
1995,43034.1414,-92456.0143,customer
1996,43060.2597,-91454.0293,customer
1997,41695.8226,-95876.6762,customer
1998,42068.9088,-90665.6914,customer
1999,41373.0474,-93735.7761,customer
2000,42773.8712,-91882.39,customer
2001,41186.9399,-93602.7163,customer
2002,43113.5939,-96068.9089,customer
2003,41291.6612,-93442.4347,customer
2004,43487.1868,-92941.3035,customer
2005,41459.1974,-90807.0883,customer
2006,41749.4609,-91434.6125,customer
2007,41035.5667,-92620.1908,customer
2008,40560.5963,-91505.4344,customer
2009,41160.8306,-93308.5428,customer
2010,41645.8199,-94715.2566,customer
2011,40688.0678,-92977.9805,customer
2012,41235.8251,-93945.2255,customer
2013,42425.8206,-92356.5752,customer
2014,43146.3645,-91764.5996,customer
2015,42820.2672,-96057.7975,customer
2016,42577.4797,-92786.8634,customer
2017,43188.0368,-96185.5784,customer
2018,42847.478,-92537.1298,customer
2019,43245.7962,-93122.9813,customer
2020,41023.0428,-94613.5795,customer
2021,42394.432,-91761.0035,customer
2022,41717.2094,-95151.1048,customer
2023,42583.331,-90884.0176,customer
2024,40686.945,-95568.6028,customer
2025,43028.5792,-94531.087,customer
2026,43189.4236,-91375.6917,customer
2027,42422.2033,-94989.7109,customer
2028,40769.4791,-91517.1006,customer
2029,43470.5099,-93617.7169,customer
2030,43082.7432,-94089.1243,customer
2031,42710.2579,-92582.9664,customer
2032,42499.9942,-96400.3069,customer
2033,42230.5675,-90807.0795,customer
2034,41893.0715,-91150.7132,customer
2035,42271.3655,-93927.1721,customer
2036,41839.1795,-91391.5568,customer
2037,43305.7947,-94971.6565,customer
2038,41113.6109,-93154.3724,customer
2039,40748.6345,-92202.6807,customer
2040,41655.0163,-91556.8354,customer
2041,40869.7209,-93792.9993,customer
2042,42091.85,-91387.28,customer
2043,41470.31,-90661.2504,customer
2044,42725.8142,-92475.4626,customer
2045,41338.9036,-91817.6711,customer
2046,41719.7101,-95394.7221,customer
2047,42488.3119,-93544.9323,customer
2048,41738.3218,-95702.7843,customer
2049,41026.4211,-91323.4864,customer
2050,41458.8834,-93035.756,customer
2051,43473.2877,-93793.2803,customer
2052,43054.7083,-96343.36,customer
2053,43086.3615,-92633.5206,customer
2054,42807.2129,-96331.415,customer
2055,42644.1404,-93676.3242,customer
2056,42256.3743,-95257.2164,customer
2057,42614.4281,-92377.1287,customer
2058,42390.5451,-91470.4316,customer
2059,42070.2588,-94291.3542,customer
2060,41951.3915,-91623.2335,customer
2061,41697.2115,-95745.2854,customer
2062,41760.2688,-92945.7502,customer
2063,41684.7471,-91014.0412,customer
2064,41431.9344,-93935.7824,customer
2065,41495.8408,-92239.6261,customer
2066,41240.3052,-91287.6526,customer
2067,41006.1232,-92589.6341,customer
2068,40922.2584,-91209.0378,customer
2069,40832.2393,-92590.7452,customer
2070,42362.4925,-91389.0408,customer
2071,41572.2115,-93756.3335,customer
2072,41018.9017,-92538.5217,customer
2073,42758.5933,-92140.7322,customer
2074,41277.2174,-93309.3761,customer
2075,40965.85,-92326.2942,customer
2076,43264.145,-91274.0211,customer
2077,41087.7886,-92591.8571,customer
2078,41979.7488,-90174.0166,customer
2079,43091.0831,-92742.1365,customer
2080,41104.1867,-91769.3352,customer
2081,42949.1345,-94020.7878,customer
2082,42373.863,-93923.56,customer
2083,41106.6636,-93586.6046,customer
2084,40741.6543,-94795.2502,customer
2085,43464.4107,-92278.2248,customer
2086,43226.3653,-91566.8106,customer
2087,42735.5413,-95688.6215,customer
2088,42698.6047,-96488.3636,customer
2089,42045.2863,-91200.7134,customer
2090,42886.6343,-93724.6593,customer
2091,40712.2149,-95129.7032,customer
2092,42389.7258,-90926.245,customer
2093,42005.0242,-90530.1338,customer
2094,41061.1249,-92421.2968,customer
2095,42359.1477,-94726.9256,customer
2096,43445.7989,-92932.6936,customer
2097,42499.9817,-92692.4178,customer
2098,42515.2783,-90840.4065,customer
2099,42300.5654,-90782.3547,customer
2100,42818.3082,-92829.9167,customer
2101,41592.5314,-90605.9715,customer
2102,42608.8857,-90886.7952,customer
2103,41104.1757,-92677.9707,customer
2104,41071.392,-93001.8681,customer
2105,43115.2567,-95745.8466,customer
